scr_selcode,sub_name,scr_mso,scr_credit,scr_periodly,scr_teacher,description,targets,textBooks,readings,Softwares,assistSoftwares,weeklyScds,gradeRules,integrity
2489,工程數學(一),必修,3.0,(一)03     (四)06-07,"陳建隆,陳俊吉",本課程旨在教導學生解決工程或應用科學中實際問題所需之相關微分方程式。課程內容涵蓋單元有一階常微分方程式、二階線性常微分方程式、齊次與非齊次微分方程式、偏微分方程式、微分方程組之觀念與求解。,"能理解環境工程、技術相關之數學理論與方法。
能應用於生活及工程技術相關問題。
能透過小組討論與解題，綜合所學的內容。",,,,,,,
2490,分析化學,必修,3.0,(一)04     (二)01-02,劉政樺,本課程是針對環境工程和科學學系的學生所設計，提供環工背景學生完整且嚴密的分析化學原理訓練。課程內容包含 (1)分析化學的介紹 (2) 統計分析 (3)各種化學分析法，如沉澱滴定法(4) 水化學 (5) 活性係數 (6) 電化學 (7) 分析實驗中化學藥品裝備及單元,"說明什麼是分析化學及做分析的目的
理解做分析需要用到的基本方法、原理、工具及化學物質
理解在整個分析過程中會牽涉到的基本化學反應及其原理
理解分析化學於環境工程實務的應用及其原理	","Fundamentals of Analytical Chemistry 10th Edition by Douglas A. Skoog, Donald M. West, F. James Holler, Stanley R. Crouch, Cengage Learning/滄海書局代理 (ISBN-13: 9789814986830)。
","分析化學：古典分析(第十版)(Skoog 10/e)，方嘉德譯，滄海書局 (ISBN：9786269540617)。
",,,"Reading: Introduction | Assignment: 課堂實體授課搭配AI數位學習 || Reading: The Nature of Analytical Chemistry | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Calculations Used in Analytical Chemistry | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Precision and Accuracy of Chemical Analyses | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Random Errors in Chemical Analysis | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Statistical Data Treatment and Evaluation | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Sampling, Standardization, and Calibration | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Aqueous Solutions and Chemical Equilibria | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Midterm Exam | Assignment: 實體考試，筆試。 || Reading: Effect of Electrolytes on Chemical Equilibria | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Solving Equilibrium Problems for Complex Systems | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Gravimetric Methods of Analysis | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Titrations in Analytical | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Principles of Neutralization Titrations Chemistry | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Complex Acid/Base Systems | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Applications of Neutralization Titrations | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Complexation and Precipitation Reactions and Titrations | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Final Exam | Assignment: 實體考試，筆試。","score_rate: 30
evalb_memo: 紙筆測驗
evalb_name: 期中考

score_rate: 40
evalb_memo: 紙筆測驗
evalb_name: 期末考

score_rate: 20
evalb_memo: 紙筆測驗
evalb_name: 隨堂測驗

score_rate: 10
evalb_memo: 點名、課堂互動
evalb_name: 出席狀況

","
學期成績記分法：本科目採百分記分法。
出席狀況：上課時會進行點名，無故未到者視為曠課，一次扣平時成績10分。學生請假依本校學生請假辦法辦理，檢附請假理由及文件，線上提出申請，理由充分則可取消扣分。
隨堂測驗：上課時會進行小考，請自備工程計算機，考試作弊者以及無故缺考者，該次考試成績以零分計算。
期中/期末考：於學期中以及學期末進行，請自備工程計算機，考試作弊者以及無故缺考者，該次考試成績以零分計算。
考試補考：因故缺考者，請與我聯繫並說明缺考理由，理由充分則允許擇期補考。

"
2491,分析化學實驗,必修,1.0,(四)02-04,劉政樺,本課程是針對環境工程和科學學系的學生所設計，特別是針對重要的化學分析原理中提供環工背景學生正確及嚴謹的化學理論觀念。這課程包含分析化學基礎的介紹、數據統計分析、各種化學分析法，沉澱滴定法、水溶液化學、活性係數、中和反應原理、錯化合物反應、電化學、氧化還原理論、分析實驗化學藥品、器材英文名稱熟記及操作。,"能夠按照步驟進行實驗、分析實驗數據、並從數據中歸納出合理的結論。	
能夠正確執行實驗器材和儀器的操作維護	
能夠透過分組實驗培養團隊溝通合作能力	
應用分析化學實驗所學之實驗技巧解決環境問題	
學習現行的環境檢測方法以及其查詢方法和適用範圍	
理解學術倫理以及不當研究行為的嚴重性	","Fundamentals of Analytical Chemistry 10th Edition by Douglas A. Skoog, Donald M. West, F. James Holler, Stanley R. Crouch, Cengage Learning/滄海書局代理 (ISBN-13: 9789814986830)。
","分析化學：古典分析(第十版)(Skoog 10/e)，方嘉德譯，滄海書局 (ISBN：9786269540617)。
",,,Reading: 實驗室安全簡介及分組 || Reading: 實驗一:電子天平的使用 || Reading: 實驗二:環境檢驗器皿的清洗及校正 || Reading: 實驗三:緩衝溶液 || Reading: 實驗四:土壤pH值及EC值測定 || Reading: 實驗五:重量分析法 || Reading: 實驗六:酸鹼中和滴定(一) || Reading: 實驗七:酸鹼中和滴定(二) || Reading: 實驗八:維他命C測定 || Reading: 實驗九:錯合物滴定法 || Reading: 實驗十:氧化還原滴定法 || Reading: 實驗十一:沉澱滴定法 || Reading: 實驗十二:水中六價鉻檢測方法 || Reading: 操作考試 || Reading: 期末考試 || Reading: 期末實驗室清潔整理,"score_rate: 25
evalb_memo: 紙本測驗
evalb_name: 期末考

score_rate: 10
evalb_memo: 小考
evalb_name: 隨堂測驗

score_rate: 30
evalb_memo: 實驗結報
evalb_name: 實驗/實習報告

score_rate: 20
evalb_memo: 操作考
evalb_name: 實驗操作

score_rate: 15
evalb_memo: 點名、實驗課程表現
evalb_name: 印象分數

","1. 平時成績 : 15% 2. 實驗小考 : 10% 3. 實驗報告 : 30% 4. 操作考試 : 20% 5. 期末考試 : 25%
"
2492,固體廢棄物,必修,3.0,(二)03-04 (三)07,陳志成,本課程主要介紹固體廢棄物之處理、管理與再利用技術，課程內容包括廢棄物清除處理與管理體系之介紹、法令沿革與發展趨勢，一般廢棄物數量與特性、前處理技術、焚化處理技術、堆肥處理技術、以及衛生掩埋處置技術等。,"理解廢棄物管理體系與零廢棄政策之目標與策略。　	
理解都市垃圾相關處理技術之應用知識與未來發展趨勢。	","固體廢棄物 (第六版)，2022，林健三、林健榮編著，高立圖書。ISBN: 9789863782360。高立出版集團 -- 廢棄物處理 6版 (gau-lih.com.tw)
","上課補充資料、環保署網頁、其他廢棄物處理與管理相關書本與教材
",,,Reading: 課程簡介與我國廢棄物處理概況 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 廢棄物定義、處理與再利用之管理制度及相關法規 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 廢棄物種類與成分性質、分析方法與計算 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 前處理與資源回收技術 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 堆肥處理技術與控制管理 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 期中考試 | Learning: 期中考試 || Reading: 焚化處理技術、基本原理與計算、設備與流程、操作與污染控制 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 固化與穩定化技術、污染控制與管理 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 最終處置技術、衛生掩埋、掩埋場復育與活化 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 事業廢棄物處理方式、管理規範 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 有害廢棄物定義與管理規範 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 期末考試 | Learning: 期末考試,"score_rate: 30
evalb_memo: 期中考試(問答題與計算題)作答內容之完整性/正確性
evalb_name: 期中考

score_rate: 40
evalb_memo: 期末考試(問答題與計算題)作答內容之完整性/正確性
evalb_name: 期末考

score_rate: 20
evalb_memo: 指定作業或報告之繳交狀況與內容之完整性/正確性
evalb_name: 作業

score_rate: 10
evalb_memo: 上課隨機點名、請假次數與種類等狀況
evalb_name: 出席狀況

",
2493,環境專題(一),必修,1.0,(二)07,"張立德,林俊德,馮秋霞,陳建隆,王唯匡,吳志超,李書安,梁志銘,陳俊吉,邱宜亭,林秋裕,陳志成,劉政樺,吳俊哲","環境專題(一)為專題導向學習的課程，在授課教師的引領下，各小組學生自行構思或由教師推薦決定環境特定的議題。學生會學習到如何到搜尋文獻以及如何應用所學的知識來分析並解決環境問題。	
	
	
","學習如何蒐集以及研讀環境工程與科學相關的學術文獻資料
能夠根據學術文獻進行文獻回顧和研究實驗
能夠正確操作研究所需使用的軟體工具、實驗器材和儀器
暸解現代環境工程的實務問題
培養團隊合作與溝通協調之能力
分析環境問題並構思解決問題方法之能力
探索現代環境議題並提出可能的解決方案
理解學術倫理以及不當研究行為的嚴重性","各分組教師自行指定教材
","各分組教師自行指定教材
",,,Reading: 研究操作與討論 || Reading: 研究操作與討論 || Reading: 研究操作與討論 || Reading: 研究操作與討論 || Reading: 研究操作與討論 || Reading: 研究操作與討論 || Reading: 期末報告,,期中PPT簡報40%(指導老師)、期末海報發表(全系教師)60%
2500,工程經濟,選修,3.0,(二)08-10,李漢鏗,本課程為提供學生了解經濟分析的基礎與原理，並發展工程實務與案例之經濟分析技術。內容包括等值觀念、現金流動、因子計算、有效與名義利率、現值與年金分析法、資金成本法、生命週期成本計算、報酬率比較法、益本分析法、重置分析法、通貨膨脹之影響、損益平衡分析等相關議題。,"理解金錢在時間上的價值與等值的觀念。
學習繪製現金流動圖的技巧。
理解名義利率與實際利率之換算方法與意義。
學習利用不同工程經濟分析方法來比較工程選擇方案。",,,,,,,
2501,機電防護,選修,3.0,(一)06-08,李書安,機電設備使用於易燃或易爆的危險氣體場所，其所產生之火花或高溫，容易引起爆炸事故。不正常的操作機電設備，會導致操作人員的傷害與設備的損毀。本課程將針對工作場所所使用之易燃性或易爆性物質與其管理、工廠機電設備操作安全與防火防爆的設計、以及設備操作可能發生的危害進行介紹。經由課堂講述、範例分析、影片播放、報告與考試，培養學生對工廠機電設備操作潛在危害的認知與防範能力。,"能辨識工作場所與日常生活中常使用的機械與電氣設備　	
能分析機械與電氣災害發生的過程，並找出災害可能發生的原因　	
能夠應用適當的方法來預防以降低災害的發生　	
能分析一特定有關機電安全的議題，加以描述其可能產生的災害，並能適切的提出方法加以防護　",,,,,,,
2502,環境法規,選修,2.0,(三)08-09, ,法規係抽象或概括的文字，具體表現政府政策，並為社會生活之規範。環境保護立法係將環境保護的目標、責任與方法及費用的歸屬作一詳盡的規劃，並予以成文化，使其具有法的拘束力。因此要瞭解環保法規的涵義、精神及為何要作此規定，須對環境保護工作有所認識與瞭解，尤其各項污染防治之策略與措施更是重要。本課程由理論與實務探討環境問題，並藉由立法程序落實環境保護工作，期能訓練學生具有環境法規之專業知識，有助於未來從事環境保護工作，並對準備各項考試有方向可循。,"理解環境法規研讀之方法與技巧　	
認知現有環境法規之立法精神與執行方法　	
具備執行環境保護之專業能力　	",,,,,,,
2503,環境流行病學,選修,3.0,(三)02-04,張立德,"流行病學是公共衛生與臨床醫學的基礎。本課程第一部分先建立學生對環境流行病學的基本術語、觀念與方法之理解，第二部分透過研讀文獻來認識環境職業流行病學的研究設計觀念與實際案例, 並以小組學習方式，提升學生主動學習與團隊合作之能力。","能用自己的辭彙解釋環境流行病學的基本觀念
能理解並說明疾病發生的自然史
使用環境流行病學方法計算疾病的可能因子及評估可能的高危險群	","(1) 環境流行病學授課簡報
(2) Epidemiology. L. Gordis. Elsevier Inc.
","流行病學。黃彬芳、陳美伶。新文京。
",,,Reading: Overview || Reading: 疾病自然史與三段五級預防 | Assignment: 決定期末報告分組名單 || Reading: 假說與因果關係推論 || Reading: 疾病的測量－疾病率、死亡率及標準化 || Reading: 描述流行病學 || Reading: 觀察型及實驗型流行病學 || Reading: 危險因子與疾病相關性的測量及闡釋 || Reading: Midterm exam || Reading: 信度、效度、研究誤差 || Reading: 疾病篩檢 || Reading: 研究樣本的選定 || Reading: 空間流行病學 || Reading: 職業流行病學 || Reading: Student presentation || Reading: Student presentation || Reading: Final exam,"score_rate: 25
evalb_memo: 學期前段之進度內容
evalb_name: 期中考

score_rate: 25
evalb_memo: 期中考後之進度內容
evalb_name: 期末考

score_rate: 50
evalb_memo: 含課堂參與/小考/期末口頭報告/期末書面報告
evalb_name: 期末專題

","評分規則說明如下:
(1) 期中考試 25%
(2) 期末考試 25%
(3) 課堂表現 (含隨堂作業, 出席, 期末口頭報告, 期末書面報告) 50%
(4) 進度內容若有任何變動, 請以開學第一週之說明為準
"
2495,工程數學(一),必修,3.0,(一)04     (四)03-04,"陳建隆,陳俊吉",本課程旨在教導學生解決工程或應用科學中實際問題所需之相關微分方程式。課程內容涵蓋單元有一階常微分方程式、二階線性常微分方程式、齊次與非齊次微分方程式、偏微分方程式、微分方程組之觀念與求解。,"能理解環境工程、技術相關之數學理論與方法。
能應用於生活及工程技術相關問題。
能透過小組討論與解題，綜合所學的內容。",,,,,,,
2496,分析化學,必修,3.0,(一)03     (二)03-04,劉政樺,本課程是針對環境工程和科學學系的學生所設計，提供環工背景學生完整且嚴密的分析化學原理訓練。課程內容包含 (1)分析化學的介紹 (2) 統計分析 (3)各種化學分析法，如沉澱滴定法(4) 水化學 (5) 活性係數 (6) 電化學 (7) 分析實驗中化學藥品裝備及單元,"說明什麼是分析化學及做分析的目的
理解做分析需要用到的基本方法、原理、工具及化學物質
理解在整個分析過程中會牽涉到的基本化學反應及其原理
理解分析化學於環境工程實務的應用及其原理	","Fundamentals of Analytical Chemistry 10th Edition by Douglas A. Skoog, Donald M. West, F. James Holler, Stanley R. Crouch, Cengage Learning/滄海書局代理 (ISBN-13: 9789814986830)。
","分析化學：古典分析(第十版)(Skoog 10/e)，方嘉德譯，滄海書局 (ISBN：9786269540617)。
",,,"Reading: Introduction | Assignment: 課堂實體授課搭配AI數位學習 || Reading: The Nature of Analytical Chemistry | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Calculations Used in Analytical Chemistry | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Precision and Accuracy of Chemical Analyses | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Random Errors in Chemical Analysis | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Statistical Data Treatment and Evaluation | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Sampling, Standardization, and Calibration | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Aqueous Solutions and Chemical Equilibria | Learning: 實體授課搭配數位自主學習 | Assignment: 課堂實體授課搭配AI數位學習 || Reading: Midterm Exam | Assignment: 實體考試，筆試。 || Reading: Effect of Electrolytes on Chemical Equilibria | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Solving Equilibrium Problems for Complex Systems | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Gravimetric Methods of Analysis | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Titrations in Analytical | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Principles of Neutralization Titrations Chemistry | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Complex Acid/Base Systems | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Applications of Neutralization Titrations | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Complexation and Precipitation Reactions and Titrations | Learning: 實體授課搭配數位自主學習 | Assignment: 非同步自主學習搭配AI數位學習 || Reading: Final Exam | Assignment: 實體考試，筆試。","score_rate: 30
evalb_memo: 紙筆測驗
evalb_name: 期中考

score_rate: 40
evalb_memo: 紙筆測驗
evalb_name: 期末考

score_rate: 20
evalb_memo: 紙筆測驗
evalb_name: 隨堂測驗

score_rate: 10
evalb_memo: 點名、課堂互動
evalb_name: 出席狀況

","
學期成績記分法：本科目採百分記分法。
出席狀況：上課時會進行點名，無故未到者視為曠課，一次扣平時成績10分。學生請假依本校學生請假辦法辦理，檢附請假理由及文件，線上提出申請，理由充分則可取消扣分。
隨堂測驗：上課時會進行小考，請自備工程計算機，考試作弊者以及無故缺考者，該次考試成績以零分計算。
期中/期末考：於學期中以及學期末進行，請自備工程計算機，考試作弊者以及無故缺考者，該次考試成績以零分計算。
考試補考：因故缺考者，請與我聯繫並說明缺考理由，理由充分則允許擇期補考。

"
2497,分析化學實驗,必修,1.0,(四)06-08,劉政樺,本課程是針對環境工程和科學學系的學生所設計，特別是針對重要的化學分析原理中提供環工背景學生正確及嚴謹的化學理論觀念。這課程包含分析化學基礎的介紹、數據統計分析、各種化學分析法，沉澱滴定法、水溶液化學、活性係數、中和反應原理、錯化合物反應、電化學、氧化還原理論、分析實驗化學藥品、器材英文名稱熟記及操作。,"能夠按照步驟進行實驗、分析實驗數據、並從數據中歸納出合理的結論。	
能夠正確執行實驗器材和儀器的操作維護	
能夠透過分組實驗培養團隊溝通合作能力	
應用分析化學實驗所學之實驗技巧解決環境問題	
學習現行的環境檢測方法以及其查詢方法和適用範圍	
理解學術倫理以及不當研究行為的嚴重性	","Fundamentals of Analytical Chemistry 10th Edition by Douglas A. Skoog, Donald M. West, F. James Holler, Stanley R. Crouch, Cengage Learning/滄海書局代理 (ISBN-13: 9789814986830)。
","分析化學：古典分析(第十版)(Skoog 10/e)，方嘉德譯，滄海書局 (ISBN：9786269540617)。
",,,Reading: 實驗室安全簡介及分組 || Reading: 實驗一:電子天平的使用 || Reading: 實驗二:環境檢驗器皿的清洗及校正 || Reading: 實驗三:緩衝溶液 || Reading: 實驗四:土壤pH值及EC值測定 || Reading: 實驗五:重量分析法 || Reading: 實驗六:酸鹼中和滴定(一) || Reading: 實驗七:酸鹼中和滴定(二) || Reading: 實驗八:維他命C測定 || Reading: 實驗九:錯合物滴定法 || Reading: 實驗十:氧化還原滴定法 || Reading: 實驗十一:沉澱滴定法 || Reading: 實驗十二:水中六價鉻檢測方法 || Reading: 操作考試 || Reading: 期末考試 || Reading: 期末實驗室清潔整理,"score_rate: 25
evalb_memo: 紙本測驗
evalb_name: 期末考

score_rate: 10
evalb_memo: 小考
evalb_name: 隨堂測驗

score_rate: 30
evalb_memo: 實驗結報
evalb_name: 實驗/實習報告

score_rate: 20
evalb_memo: 操作考
evalb_name: 實驗操作

score_rate: 15
evalb_memo: 點名、實驗課程表現
evalb_name: 印象分數

","1. 平時成績 : 15% 2. 實驗小考 : 10% 3. 實驗報告 : 30% 4. 操作考試 : 20% 5. 期末考試 : 25%
"
2498,固體廢棄物,必修,3.0,(二)01-02 (三)06,陳志成,本課程主要介紹固體廢棄物之處理、管理與再利用技術，課程內容包括廢棄物清除處理與管理體系之介紹、法令沿革與發展趨勢，一般廢棄物數量與特性、前處理技術、焚化處理技術、堆肥處理技術、以及衛生掩埋處置技術等。,"理解廢棄物管理體系與零廢棄政策之目標與策略。　	
理解都市垃圾相關處理技術之應用知識與未來發展趨勢。	","固體廢棄物 (第六版)，2022，林健三、林健榮編著，高立圖書。ISBN: 9789863782360。高立出版集團 -- 廢棄物處理 6版 (gau-lih.com.tw)
","上課補充資料、環保署網頁、其他廢棄物處理與管理相關書本與教材!
",,,Reading: 課程簡介與我國廢棄物處理概況 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 廢棄物定義、處理與再利用之管理制度及相關法規 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 廢棄物種類與成分性質、分析方法與計算 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 前處理與資源回收技術 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 堆肥處理技術與控制管理 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 期中考試 | Learning: 期中考試 || Reading: 焚化處理技術、基本原理與計算、設備與流程、操作與污染控制 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 固化與穩定化技術、污染控制與管理 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 最終處置技術、衛生掩埋、掩埋場復育與活化 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 事業廢棄物處理方式、管理規範 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 有害廢棄物定義與管理規範 | Learning: 搜尋閱讀環保署相關資訊。 習題練習、指定作業、學習考核。 資料搜尋整理、課後練習、作業與報告。 || Reading: 期末考試 | Learning: 期末考試,"score_rate: 30
evalb_memo: 期中考試(問答題與計算題)作答內容之完整性/正確性
evalb_name: 期中考

score_rate: 40
evalb_memo: 期末考試(問答題與計算題)作答內容之完整性/正確性
evalb_name: 期末考

score_rate: 20
evalb_memo: 指定作業或報告之繳交狀況與內容之完整性/正確性
evalb_name: 作業

score_rate: 10
evalb_memo: 上課隨機點名、請假次數與種類等狀況
evalb_name: 出席狀況

",
2499,環境專題(一),必修,1.0,(二)07,"張立德,林俊德,馮秋霞,陳建隆,王唯匡,吳志超,李書安,梁志銘,陳俊吉,邱宜亭,林秋裕,陳志成,劉政樺,吳俊哲","環境專題(一)為專題導向學習的課程，在授課教師的引領下，各小組學生自行構思或由教師推薦決定環境特定的議題。學生會學習到如何到搜尋文獻以及如何應用所學的知識來分析並解決環境問題。	
	
	
","學習如何蒐集以及研讀環境工程與科學相關的學術文獻資料
能夠根據學術文獻進行文獻回顧和研究實驗
能夠正確操作研究所需使用的軟體工具、實驗器材和儀器
暸解現代環境工程的實務問題
培養團隊合作與溝通協調之能力
分析環境問題並構思解決問題方法之能力
探索現代環境議題並提出可能的解決方案
理解學術倫理以及不當研究行為的嚴重性","各分組教師自行指定教材
","各分組教師自行指定教材
",,,Reading: 研究操作與討論 || Reading: 研究操作與討論 || Reading: 研究操作與討論 || Reading: 研究操作與討論 || Reading: 研究操作與討論 || Reading: 研究操作與討論 || Reading: 期末報告,,期中PPT簡報40%(指導老師)、期末海報發表(全系教師)60%
2504,空氣污染學,必修,3.0,(二)08     (五)06-07,陳俊吉,本課程是提供對空氣污染控制工程有興趣之大學高年級學生影。課程的一半內容是講述防制設備、理論與其應用。另一半內容是選擇這些設備的背景資料：如空氣污染影響、台灣空氣污染法規的結構、大氣模式等強烈影響設備之選擇及設計題材。,"理解空氣污染的定義與描述空氣污染對人體健康、財產與能見度之影響。
詳述環境監測與排放源檢測，及空氣污染物之濃度計算與單位換算。	
解釋大氣之水平與垂直運動與說明空氣污染物濃度模式。	
理解空氣污染防制概念(替代方法、資源回收、成本效益、去除率與貫穿率)與空氣污染物控制方法。	",,,,,,,
2505,給水工程,必修,3.0,(二)09     (四)06-07,"林俊德,吳俊哲",從認識水源特性開始，學習集水、輸水、抽水、淨水及配水工程等單元要項，認知水質標準與管理策略，並瞭解各淨水單元之操作原理、控制參數、水質變化及工程設計，以加強實務觀念與應用。(修習此課程者需參加分組研討與上台報告),"認識給水工程的基本概念	
認知並具備分析與詮釋水質數據作為淨水處理成效判斷的能力。	
應用知能可進行給水系統之規劃設計	
期末分組報告專業議題並有效加強溝通協調與學術發表能力	",,,,,,,
2506,微生物學,必修,3.0,(一)02-04,梁志銘,本課程主要介紹微生物之組成，細胞構造，以及微生物之代謝合成與營養。除此之外，有關傳統之細菌遺傳與分子生物現象，以及目前有關之生物技術課題均為本課程傳授之目標。,"能分析微生物與生物之差異，並了解微生物學之進展。　	
能理解微生物應用之範圍，並能清楚表達。　	
理解微生物於環境工程生物處理程序之應用及其原理	",,,,,,,
