scr_selcode,sub_name,scr_mso,scr_credit,scr_periodly,scr_teacher,description,targets,textBooks,readings,Softwares,assistSoftwares,weeklyScds,gradeRules,integrity
862, iOS APP程式設計,選修,2.0,(五)06-07,陳重宏,以蘋果區域教育訓練中心標準教材為準，教授學生開發iOS APP之專業知識。完成此一課程後，學生將能夠應用行動應用程式開發工具來解決實際之系統問題。,"使學生了解iOS APP開發環境與流程
使學生熟悉Swift語法並用以開發iOS APP
引導學生以創意發想並思考如何創作及規劃APP","Swift 起步走
從 Swift 基礎入門到實戰 iPhone App,本書內容包含： Swift 語法的詳細介紹 UIKit 常用元件的詳細介紹 35 個範例 App 3 個完整實戰 App
 

精通 SwiftUI

此書會教你的iOS 開發技術：

SwiftUI 的介紹
SwiftUI 入門-文字的處理
圖片的處理
以堆疊佈局使用者介面
ScrollView 與 Carousel UI 的建立
SwiftUI 按鈕與漸層
狀態與綁定
實作路徑與形狀來畫線與圓餅圖
基礎動畫與轉場
動態列表、 ForEach 與識別
導覽UI與導覽列客製化運用
強制回應視圖、浮動按鈕與提示的實作
以選取器、開關與步進器來建立一個表單
通過 Combine 和 Environment Objects 共享數據
使用合併和查看模型構建註冊表
如何使用「滑動刪除」、上下文菜單和操作表
如何使用手勢
如何使用SwiftUI手勢和GeometryReader構建可擴展的底表
創建類似Tinder的UI
建立一個 Apple 錢包樣式的動畫與視圖轉場
如何使用 Web 服務 API、解析 JSON 以及數據過濾
將所有內容放在一起以構建真實世界的SwiftUI App



","SwiftUI Tutorials
Apple官方的教學頁面，有很棒的互動方式教你學習SwiftUI
 

快速精通 iOS 17 程式設計：從零開始活用 Swift 與 SwiftUI 開發技巧

從零開始掌握SwiftUI框架與開發技巧
快速強化你的iOS App開發實戰能力
輕鬆成為專業程式設計師

♚使用Xcode 15 & iOS 17 & Swift 5.9開發
♚了解Xcode開發工具
♚使用清單視圖、堆疊視圖設計UI與深色模式
♚快速學習Swift App程式編寫、物件導向與SwiftUI程式設計
♚運用SwiftData與CloudKit存取資料
♚使用地圖與相機
♚實作動態視覺效果
♚開發使用者通知
♚App本地化
♚App測試與上架程序


 
ChaoCode
這個頻道主要會是 Swift 影片，教你一步步理解iOS開發及Swift程式語言
 
 
","[{'soft_name': 'Xcode', 'soft_memo': 'Xcode是蘋果公司向開發人員提供的整合開發環境，用於開發macOS、iOS、iPadOS、WatchOS和tvOS的應用程式。'}]",,Reading: 資訊倫理與生成式AI應用介紹 iOS開發概述 | Learning: 強化學生的資訊倫理觀念與正確應用生成式AI於專業領域上 開發環境介紹及了解如何學習iOS程式開發 | Assignment: 預習作業: 1. 觀看影片:https://www.youtube.com/watch?v=tFhzlz_yjiY 2. 有Mac或iPad的同學請下載swift playground app並安裝學習程式設計一(https://www.apple.com/tw/swift/playgrounds/) || Reading: Swift Playgrounds(一) | Learning: Swift Playgrounds介紹 了解指令、除錯、函數、迴圈(for)等基本概念 | Assignment: 預習作業: 1. 有Mac或iPad的同學，針對學習程式設計一後續單元可以先進行預習 2. 使用playground下載其他不同程式單位進行程式練習 || Reading: Swift Playgrounds(二) | Learning: 了解條件判斷、邏輯運算子與While迴圈等概念 | Assignment: 預習作業: 1. 觀看Swift官方文件，大概了解Swift程式語言的語法及程式撰寫方式(https://www.swift.org/documentation/) 2. 預習Swift Playground課程簡報 || Reading: Swift語言介紹(一) | Learning: 學習使用XCode Playground Swift基本型別介紹與操作 | Assignment: 作業練習: 1. 依上課教學內容進行作業練習並繳交至作業區 預習作業: 1. 預習下週課程簡報 || Reading: Swift語言介紹(二) | Learning: Swift集合型別介紹與操作 條件語句介紹與操作 函數宣告及呼叫 | Assignment: 作業練習: 1. 依上課教學內容進行作業練習並繳交至作業區 2. 討論期中專題製作 預習作業: 1. 觀看SwiftUI官方文件(https://developer.apple.com/xcode/swiftui/) 2. 預習下週課程簡報 || Reading: iOS App基礎介紹 SwiftUI簡介和基礎 | Learning: iOS App基礎簡介 XCode操作介紹 SwiftUI基本概念 | Assignment: 作業練習: 1. 依上課教學內容進行作業練習並繳交至作業區 2. 討論期中專題製作及期中簡報製作 預習作業: 1. 預習下週課程簡報 || Reading: SwiftUI佈局與設計 | Learning: SwiftUI的結構和設計哲學 使用Stack | Assignment: 作業練習: 1. 依上課教學內容進行作業練習並繳交至作業區 2. 討論期中專題製作及期中簡報製作 || Reading: 期中報告 | Learning: app專題發想、構思 簡報製作及成果發表 | Assignment: 分組提交期中App創意報告，含App構想、使用者流程、初步UI設計草圖。 預習作業: 1. 預習下週課程簡報 || Reading: 使用AI工具進行App開發 | Assignment: 作業練習: 1. 依上課教學內容進行作業練習並繳交至作業區 2. 討論期末專題製作 預習作業: 1. 預習下週課程簡報 || Reading: SwiftUI中的狀態管理 用戶互動與事件處理 | Learning: 了解@State與@Binding 按鈕(Button)事件處理與操作 | Assignment: 作業練習: 1. 依上課教學內容進行作業練習並繳交至作業區 2. 討論期末專題製作 預習作業: 1. 預習下週課程簡報 || Reading: 導航與多屏幕應用(一) | Learning: 使用NavigationView與NavigationLink 頁面切換操作 | Assignment: 作業練習: 1. 依上課教學內容進行作業練習並繳交至作業區 2. 討論期末專題製作及程式開發 預習作業: 1. 預習下週課程簡報 || Reading: 導航與多屏幕應用(二) | Learning: 建立TabView與Tab Bar 傳遞數據與視圖之間的通信 | Assignment: 作業練習: 1. 依上課教學內容進行作業練習並繳交至作業區 2. 討論期末專題製作及程式開發 預習作業: 1. 預習下週課程簡報 || Reading: 數據儲存與管理 | Learning: 使用UserDefaults儲存簡單數據 文件系統與沙盒機制 | Assignment: 作業練習: 1. 依上課教學內容進行作業練習並繳交至作業區 2. 討論期末專題製作及程式開發 預習作業: 1. 預習下週課程簡報 || Reading: 網絡通信與API整合 | Learning: 網絡基本概念 URLSession簡介 解析JSON數據 | Assignment: 作業練習: 1. 依上課教學內容進行作業練習並繳交至作業區 2. 討論期末專題製作及程式開發 預習作業: 1. 預習下週課程簡報 || Reading: 認識TableView(二) | Learning: TableView元件介紹 | Assignment: 作業練習: 1. 依上課教學內容進行作業練習並繳交至作業區 2. 討論期末專題製作及程式開發 預習作業: 1. 預習下週課程簡報 || Reading: Apple Map圖台教學 | Learning: Map元件使用介紹 建立Apple Map 新增點、線、面圖標 導航 | Assignment: 作業練習: 1. 依上課教學內容進行作業練習並繳交至作業區 2. 討論期末專題製作及程式開發 預習作業: 1. 預習下週課程簡報 || Reading: App圖標設計與實機部署與測試 | Learning: 介紹如何加入App Icon與Launch Screen 介紹將app部署至手機 app測試與除錯 | Assignment: 作業練習: 1. 依上課教學內容進行作業練習並繳交至作業區 2. 有實機的同學，可以嘗試部署到自己的手機設備 3. 討論期末專題製作及程式開發 || Reading: 期末專題報告 | Learning: 期末實作報告、開發心得及經驗分享 | Assignment: 分組完成App作品並製作簡報，課堂進行成果發表。,"score_rate: 30
evalb_memo: 課堂上的實作範例為作業，只要上課跟著實作就能完成
evalb_name: 作業

score_rate: 50
evalb_memo: 期中報告 (20%) : 期中app創意發想
期末Demo  (30%)：期中app發想，期末簡單實作
evalb_name: 期末專題

score_rate: 20
evalb_memo: 課堂點名
evalb_name: 點名

","點名 (20%) - 課堂點名
範例的實作 (30%) - 課堂上的實作範例為作業，只要上課跟著實作就能完成
分組專題(50%)
  - 期中報告 (20%) : 期中app創意發想
  - 期末Demo (30%)：期中app發想，期末簡單實作
"
863,教育資料科學專題,選修,3.0,(四)08     (四)09-10,劉明機,教育資料科學專題主要以教育大數據資料分析為基礎，並結合「生生用平板」情境，透過專題實作，理解教育資料科學實務上的知識，並強調落實解決教育情境問題的應用與反思。,"能了解教育大數據之基礎概念與在數位學習上的應用。
能撰寫程式語言或應用軟體進行教育大數據分析。
能使用適當的大數據分析方法模型解決教育相關問題。
能以教育大數據分析驅動，發現新的學習洞見、智慧評量或個人化的學習扶助。","
呂國泰、王榕藝 (2022) Google Apps Script雲端自動化與動態網頁實戰。碁峰資訊。
 

王鵬傑、李俊廷、林品均 (2023) ChatGPT 指令大全與創新應用：GPT-4 搶先看、串接 API、客服機器人、AI英文家教，一鍵打造 AI智慧產品。博碩文化
 
楊舒安 (2022) 開發聊天機器人，比你想的還簡單！。深智數位。
","1111人力銀行 生成式AI創新學院 ChatGPT線上課程 (https://www.youtube.com/playlist?list=PLob838jMOxIPfjiqpmtSY2JqTo_PfVWMn)
","[{'soft_name': 'https://chat.openai.com/', 'soft_memo': 'chatgpt'}]",,Reading: 課程介紹 | Assignment: zuvio 即時回饋系統 || Reading: 生成式AI工具介紹 | Learning: 了解如何使用 ChatGPT等生成式AI工具 | Assignment: zuvio 即時回饋系統 || Reading: 教育資料視覺化-導論 | Learning: 了解資料視覺化的基本概論 | Assignment: zuvio 即時回饋系統 || Reading: 教育資料視覺化-資料前處理 | Learning: 理解教育資料內涵，資料前處理 使用 Google APPs script | Assignment: 系統實作 || Reading: 教育資料視覺化-實作 | Learning: 使用工具實作資料視覺化 使用 Google APPs script | Assignment: 系統實作 || Reading: 教育資料視覺化-應用與反思 | Learning: 小組應用教育資料視覺化，並反思教育上的意涵 | Assignment: zuvio 即時回饋系統 || Reading: 學習評估方法-導論 | Assignment: zuvio 即時回饋系統 || Reading: 學習評估方法-資料前處理 | Learning: 應用 ChatGPT 於文字資料處理 使用 Google APPs script | Assignment: 系統實作 || Reading: 學習評估方法-實作 | Learning: 應用 ChatGPT 於文字分類 | Assignment: 系統實作 || Reading: 學習評估方法-應用與反思 | Assignment: zuvio 即時回饋系統 || Reading: 對話式學習扶助-導論 | Learning: 對話機器人概念 | Assignment: zuvio 即時回饋系統 || Reading: 對話式學習扶助-資料前處理 | Learning: 使用 Google APPs script | Assignment: 系統實作 || Reading: 對話式學習扶助-實作 | Learning: 應用 ChatGPT 於實作文字處理 | Assignment: 系統實作 || Reading: 對話式學習扶助-應用與反思 | Assignment: zuvio 即時回饋系統 || Reading: 教育情境專題-資料前處理 | Assignment: 系統實作 || Reading: 教育情境專題-實作 | Assignment: 系統實作 || Reading: 期末專題成果發表 | Assignment: zuvio 同儕互評 || Reading: 統籌考,"score_rate: 25
evalb_memo: 專題報告
evalb_name: 期末專題

score_rate: 45
evalb_memo: 上機與心得分享
evalb_name: 上機操作

score_rate: 30
evalb_memo: 課堂互動(含點名)
evalb_name: 課堂討論參與

",
864,教育數據分析專題,選修,3.0,(一)06-08,郭祐誠,本課程目標在於帶領學生透過台灣教育資料庫，認識相關教育議題，並運用數據分析方法，具備分析教育問題之能力。課程中會經由實例研析教育議題，期望在課程訓練後能完成一教育主題報告，能針對教育問題提出看法與對策。,"能了解教育大數據之基礎概念與在數位學習上的應用。
能撰寫程式語言或應用軟體進行教育大數據分析。
能使用適當的大數據分析方法模型解決教育相關問題。","本課程無特別指定之教科書，以下書目有助於本課程之學習:
 
1. 西內啟，小林直樹, 統計學，最強的商業武器, 出版社：悅知文化出版 (譯者： 陳亦苓)

2. 柏木吉基, 會分析是基本功，看懂結果才最強：所有工作都離不開數據, 出版社：好優文化 (譯者： 黃瓊仙)
3. 朱迪亞、珀爾、麥肯錫, 因果革命：人工智慧的大未來, 出版社：行路 (譯者: 甘錫安)
 
統計軟體書目: 
 

劉彩卿 & 陳欽賢, Stata基礎操作與統計模型應用 (二版), 出版社：雙葉

 
 
 

 
","
James H. Stock and Mark W. Watson, Introduction to Econometrics, 4rd edition, Pearson, 2020. 滄海代理
Jeffrey Wooldridge, Introductory Econometrics: A Modern Approach, 7th edition, Thomson South-Western, 2019. 華泰代理
郭祐誠、許聖章(2011)。數學能力與性別對高中學生選組之影響。 經濟論文叢刊，39(4)，541-591。
郭祐誠、陶宏麟(2013)。高中職多元入學管道選擇與家庭背景及學習表現之關係? 兼論多元入學的公平與效率。人文及社會科學集刊，25(3)， 421-456。
郭祐誠 (2018)。同儕性別組成對大學科系選擇之影響。經濟論文，46(2)，225-261。
中室牧子、津川友介(2018)。「因」「果」經濟學：數據氾濫時代，不可或缺的商業教養。悅知文化。
伊藤公一朗(2018)。數據分析的力量 Google、Uber都在用的因果關係思考法。台灣東販。

","[{'soft_name': 'Stata 18', 'soft_memo': '本課程主要使用統計軟體為Stata，可連結至 逢甲 cloudapp 後直接使用。'}]","soft_name: 數據來源: SRDA學術調查研究資料庫
soft_memo: 課程中會帶領學生使用台灣教育資料庫，為使用方便，請先至SRDA申請成為會員

",Reading: 台灣教育現況與問題 | Assignment: 學習單 Kahoot 測驗 || Reading: 校慶日補假 || Reading: 台灣當前教育議題 | Learning: 業師協同教學 | Assignment: 學習單 Kahoot 測驗 || Reading: 認識台灣教育資料庫 | Learning: 學習單 | Assignment: 學習單 || Reading: 教育大數據基本分析素養 | Learning: 實例分享、學習單 | Assignment: 學習單 Kahoot 測驗 || Reading: 統計推論與因果推論 | Learning: 實例分享、學習單 | Assignment: 學習單 Kahoot 測驗 || Reading: 統計軟體使用介紹與操作 | Learning: 實機操作 | Assignment: 學習單 Kahoot 測驗 || Reading: 視覺化處理教育資料與研析 | Learning: 實機操作、合作學習 | Assignment: 學習單 資料實作 || Reading: 視覺化處理教育資料與研析 | Learning: 實機操作、合作學習 | Assignment: 學習單 指定作業ˋ || Reading: 教育資料主題觀察與分享 | Learning: 期中報告與分享 | Assignment: 學習單 口頭報告 || Reading: 教育現場參訪與座談 | Learning: 施作問卷、蒐集資料 | Assignment: 校外參訪 參訪心得 || Reading: 迴歸分析原理與應用 | Learning: 學習單 | Assignment: 學習單 Kahoot 測驗 || Reading: 追蹤資料是什麼? 怎麼整理? | Learning: 學習單 | Assignment: 學習單 Kahoot 測驗 || Reading: 動手做: 數學不好怪誰? 國中學業表現與學生家庭與學習成長環境 | Learning: 小組討論與PBL學習 範例見參考書目 | Assignment: 學習單 資料實作 指定作業ˋ || Reading: 動手做: 數學不好怪誰? 國中學業表現與學生家庭與學習成長環境 | Learning: 小組討論與PBL學習 範例見參考書目 | Assignment: 學習單 資料實作 指定作業ˋ || Reading: 動手做: 多元入學等於多錢入學? 國中學業表現與學生家庭與學習成長環境 | Learning: 小組討論與PBL學習 範例見參考書目 | Assignment: 學習單 資料實作 指定作業ˋ || Reading: 動手做: 多元入學等於多錢入學? 國中學業表現與學生家庭與學習成長環境 | Learning: 小組討論與PBL學習 範例見參考書目 | Assignment: 學習單 資料實作 指定作業ˋ || Reading: 期末專題成果發表 | Assignment: 口頭報告,"score_rate: 40
evalb_memo: 課程中除課堂講授外，會採用合作學習方式，以團隊合作方式完成作業
evalb_name: 作業

score_rate: 30
evalb_memo: 能完成一教育主題式報告，針對台灣教育問題提出看法與對策，促進優質教育的永續發展目標
evalb_name: 期末專題

score_rate: 30
evalb_memo: 分組期中口頭報告，針對教育數據之觀察進行分享
evalb_name: 口頭報告

","平常表現(出席、課堂互動與參與討論、作業) 40%
期中報告 30%
期末報告  30%
本科目採百分記分法，平時成績包含以組為單位的課後作業及課堂上參與活動表現，另會有數次隨堂練習作業，隨堂作業於課堂中進行且不得補交。
"
865,教育平台大數據實務,選修,3.0,(二)02-04,"劉明機,張其棟,郭祐誠",隨著現今教育平台執行上的多樣化，相關對應問題也陸續浮出，本實務課程規劃與學習平台合作，引導學生如何更快速地發現問題、更敏捷地的提出對應的解決方案，以提供教育平台進步與改革上的作法之一。,"能了解教育大數據之基礎概念與在數位學習上的應用。
能撰寫程式語言或應用軟體進行教育大數據分析。
能使用適當的大數據分析方法模型解決教育相關問題。
能以教育大數據分析驅動，發現新的學習洞見、智慧評量或個人化的學習扶助。","本實務課程因此將與三個學習平台單位合作，分別是中華開放教育平台(OpenEdu, https://www.openedu.tw/ ) 、 線上學習平台-帕亞(PAIA, https://app.paia-arena.com/ )、臺南市政府教育局維運平台(因雄崛起https://adl.edu.tw/hero/ ，創課坊 https://odata.tn.edu.tw/ ，布可星球 https://read.tn.edu.tw/ ) 。其中 PAIA 是遊戲式學習的AI學習與競賽平台，本課程將透過學生在平台上的遊戲式學習歷程，來分析學生的學習狀況。而因雄崛起是透過遊戲讓學習者去挑戰答題，而獲得遊戲金幣，創課坊可以分析學生的電子書閱讀歷程，最後布可星球則是透過遊戲化的方式培養閱讀習慣。
","
James H. Stock and Mark W. Watson, Introduction to Econometrics, 4rd edition, Pearson, 2020. 滄海代理
Jeffrey Wooldridge, Introductory Econometrics: A Modern Approach, 7th edition, Thomson South-Western, 2019. 華泰代理
郭祐誠、許聖章(2011)。數學能力與性別對高中學生選組之影響。 經濟論文叢刊，39(4)，541-591。
郭祐誠、陶宏麟(2013)。高中職多元入學管道選擇與家庭背景及學習表現之關係? 兼論多元入學的公平與效率。人文及社會科學集刊，25(3)， 421-456。
郭祐誠 (2018)。同儕性別組成對大學科系選擇之影響。經濟論文，46(2)，225-261。
中室牧子、津川友介(2018)。「因」「果」經濟學：數據氾濫時代，不可或缺的商業教養。悅知文化。
伊藤公一朗(2018)。數據分析的力量 Google、Uber都在用的因果關係思考法。台灣東販。
朱迪亞、珀爾、麥肯錫(2019)。因果革命：人工智慧的大未來。行路。

","[{'soft_name': 'Stata', 'soft_memo': '本課程主要使用統計軟體為Stata'}]",,Reading: 課程介紹 | Assignment: zuvio 即時回饋系統 || Reading: OpenEdu-背景介紹 | Learning: 業師協同教學與案例分享 | Assignment: zuvio 即時回饋系統 || Reading: OpenEdu-資料分析 | Learning: 業師協同教學與案例分享 | Assignment: 系統實作 || Reading: OpenEdu-心得分享 | Assignment: zuvio 即時回饋系統 || Reading: PAIA-背景介紹 | Learning: 業師協同教學與案例分享 | Assignment: zuvio 即時回饋系統 || Reading: PAIA-資料分析 | Learning: 業師協同教學與案例分享 | Assignment: 系統實作 || Reading: PAIA-心得分享 | Assignment: zuvio 即時回饋系統 || Reading: 期中報告-資料分析 | Learning: 工具操作實務 | Assignment: zuvio 同儕互評 || Reading: 期中考週 課程回顧 || Reading: K-12-背景介紹 | Learning: 業師協同教學與案例分享(台南市政府) | Assignment: zuvio 即時回饋系統 || Reading: K-12-資料分析 | Learning: 業師協同教學與案例分享(台南市政府) | Assignment: 系統實作 || Reading: K-12-心得分享 | Assignment: zuvio 即時回饋系統 || Reading: 自選主題 | Assignment: 系統實作 || Reading: 自選主題 | Assignment: 系統實作 || Reading: 自選主題 | Assignment: 系統實作 || Reading: 成果發表 | Assignment: Zuvio 同儕互評 || Reading: 期末考週 課程回顧 || Reading: 統籌考,"score_rate: 30
evalb_memo: 在期末能完成一教育主題式報告，針對台灣教育問題提出看法與對策，促進優質教育的永續發展目標
evalb_name: 期末專題

score_rate: 30
evalb_memo: 期中能透過數據觀察與分析，提出教育問題
evalb_name: 口頭報告

score_rate: 40
evalb_memo: 課程中除課堂講授外，會採用合作學習方式，以團隊合作方式完成學課程中會進行實作行實作，以手把手方式進行教學，並搭配教學助教
evalb_name: 課堂討論參與

","平常表現(出席、課堂互動與參與討論、作業) 40%
期中報告 30%
期末報告  30%
本科目採百分記分法，平時成績包含以組為單位的課後作業及課堂上參與活動表現，另會有數次隨堂練習作業，隨堂作業於課堂中進行且不得補交，期中期末報告除非有合理之理由且附上證明文件不得補交。
"
866,Android APPS 創意程式設計,選修,2.0,(三)11-12,林嘉成,本課程利用App inventor 2，讓學生了解行動裝置程式設計的概念。課程將利用數個App的實作以引起學生對程式語言的興趣。最終學生將有能力設計、建構，以及公開發布他們獨創之應用Apps.,"協助學生了解行動裝置程式設計的概念
協助學生設計、開發獨創的Apps","App零基礎好入門 2
","APP Inventor2 零基礎創意程式設計
","[{'soft_name': 'APP Inventor2', 'soft_memo': ''}]",,Reading: Android Apps創意程式設計 課程介紹、分數評量標準 | Assignment: 認識彼此，填寫分組表單 || Reading: 初階復習 | Assignment: 產出計時器 APP； 產出抽籤APP； 產出電話APP； 產出剪刀石頭布遊戲 || Reading: 資料存取Json | Assignment: 實作成果檢核 || Reading: 資料庫:TinyDB | Assignment: 實作成果檢核 || Reading: 雲端資料庫:Firebase | Assignment: 實作成果檢核； Firebase 專案建置 || Reading: Design Thinking 及專題發想 | Assignment: 每周練習單 x 1 || Reading: 小組報告 畢業班交期末報告 | Assignment: 簡報展示 || Reading: 專題討論與實作 | Assignment: 專題進度回報 || Reading: 專題成果報告 | Assignment: 簡報展示,,"1. 上課作業及互動(40%)
2. 出席率(10%)
3. 期末分組報告(50%)(畢業班以期中報告取代)
4. 加退選後，超過4堂課沒來，無法通過課程
5. 本課程重視實作，請做好不只是單純聽授課程，而是動手實踐的準備"
4676,世界經濟論壇-「局」已變，「勢」未明,選修,2.0,(二)11-12,"高承恕,魏國彥,葉守禮,林滿靜",針對世界經濟趨勢的特色制榮譽課程，內容包括授課、專題演講和小組專題報告等等，協助學生建立全球視野。本學期將運用多元觀點，解讀當前國際政治、經濟、商業、科技等新趨勢。,"掌握世界經濟與地緣政治變化趨勢
瞭解全球發展重要議題
具備分析產業變遷的能力",,,,,,,
4677,世界經濟論壇(英語授課) - 不確定性與機遇,選修,2.0,(五)02-03,"高承恕,林滿靜",,"掌握世界經濟與地緣政治變化趨勢
瞭解全球發展重要議題
具備分析產業變遷的能力",,,,,,,
4678,世界經濟—國際局勢與產業分析,選修,2.0,(三)06-07,葉守禮,本課程將深入探討國際經濟與產業發展的案例，分析地緣政治、全球供應鏈、技術變遷與政策博弈如何影響全球產業格局。透過跨國比較與情境模擬，培養學生掌握世界經濟脈動與產業趨勢的分析能力，理解台灣在其中的角色與挑戰。,"理解全球經濟與地緣政治的互動關係
培養產業趨勢與國際市場的分析能力
強化台灣在國際經濟體系中的角色理解",,,,,,,
868,人工智慧導論,必修,3.0,(二)02     (二)03-04,林子煒,本課程引導學生從歷史、未來發展趨勢、產業的應用瓶頸和需求、應用倫理和治理四個主題群，認識、思考、分析與評論AI技術的發展應用。在教學策略中，除講座外，將通過小組討論和課堂互動交流形式，培養學生的AI素養。,"理解人工智慧的發展歷史
認識人工智慧各應用面向的技術發展
學習人工智慧的技術與特性，於體驗後嘗試規劃與實作合理的應用
認識人工智慧技術於應用上須注意的道德倫理，與治理原則","人工智慧導論(第二版)。
","人工智慧現代方法 (第三版)(ISBN：9789862800249)
","[{'soft_name': 'Python', 'soft_memo': ''}, {'soft_name': 'Google CoLab', 'soft_memo': ''}, {'soft_name': 'Teachable Machine', 'soft_memo': ''}]",,"Reading: Hello, AI. | Learning: 人工智慧理論來源與發展應用介紹。 理解AI理論知識與產業應用。 | Assignment: 課前/後測驗 課後：案例討論 || Reading: AI有神經？ | Learning: 人工智慧常用神經網路介紹。 了解三種神經網路的基礎原理與應用。 | Assignment: 課後測驗 課後：案例討論 || Reading: AI怎麼學 | Learning: 監督式學習簡介。 了解監督式學習的原理。 使用Python進行簡易練習。 | Assignment: AI學習模式 課後：上機練習 || Reading: 精益求精 | Learning: 非監督式學習簡介。 了解非監督式學習的原理。 使用Python進行簡易練習。 | Assignment: 課堂討論 課後：上機練習 || Reading: AI的靈魂之窗 | Learning: 圖像識別簡介。 了解圖像識別的原理。 | Assignment: 課後測驗 課堂實機練習 課後：上機練習 || Reading: 打開AI之耳 | Learning: 視頻識別簡介。 了解視頻識別的原理。 | Assignment: 課堂討論 課堂實機練習 課後：上機練習 || Reading: 模仿遊戲 | Learning: 圖像識別與視頻識別應用。 了解圖像識別與視頻識別的案例。 探討應用可能性。 | Assignment: 課前/後測驗 課後：上機練習 || Reading: AI過了頭 | Learning: 語音識別簡介。 了解語音識別的原理。 | Assignment: 課堂討論 課後：案例討論 || Reading: 期中考 | Assignment: 紙筆測驗 || Reading: AI x 資訊法律與倫理 | Learning: 自然語言處理理論介紹。 初步了解自然語言處理。 | Assignment: 課後測驗 課後：案例討論 || Reading: 生成式AI (I) | Learning: 語音識別與自然語言處理應用。 了解圖像識別與視頻識別的案例。 探討應用可能性。 | Assignment: 課堂實機練習 課後：上機練習 || Reading: 生成式AI (II) | Learning: 知識表示法於人工智慧的定義與簡介。 透過分組討論六種知識表示法。 | Assignment: 課堂討論 課後：上機練習 || Reading: 生成式AI (III) | Learning: 生成對抗網路簡介。 | Assignment: 課堂實機練習 課後：上機練習 || Reading: 生成式AI (IV) | Learning: 強化式學習簡介。 了解強化式學習的原理。 辨別監督式、非監督式與強化式學習。 | Assignment: 課堂實機練習 課後：上機練習 || Reading: 專題報告(I) | Learning: 知識表示法、生成對抗網路與強化式學習應用。 了解知識表示法、生成對抗網路與強化式學習的案例。 探討應用可能性。 | Assignment: 口頭報告 課後：報告製作與討論 || Reading: 專題報告(II) | Learning: 探討人工智慧與取代人力間的關係。 思考AI如何幫助企業。 | Assignment: 口頭報告 課後：報告製作與討論 || Reading: 期末報告 | Learning: 探討人工智慧與倫理間的問題。 如何合理地運用AI。 | Assignment: 口頭報告 課後：報告製作與討論 || Reading: 期末報告 | Assignment: 口頭報告 課後：報告製作與討論","score_rate: 30
evalb_memo: 期中紙筆測驗
evalb_name: 期中考

score_rate: 30
evalb_memo: 平時作業
evalb_name: 作業

score_rate: 30
evalb_memo: 期末專題報告
evalb_name: 期末專題

score_rate: 10
evalb_memo: 出席點名
evalb_name: 出席狀況

","平常作業：30% 出席、課堂參與：10% 期中考：30% 期末考：30%  
"
869,體育(一),必修,1.0,(三)08-09,盧廷峻, 落實「以強化學生基本體能並建立基礎運動知識」之體育教學宗旨，授課內容如下：（一）游泳課程─同時段依學生游泳能力進行分級分組協同教學。（二）陸上運動課程─依教師專長項目教學，每專項單元授課兩週，循序轉換。,廣植基礎健康體適能，厚實游泳基本能力，養成規律運動習慣。,"體育分科教材教法
桌球規則及飛鏢規則介紹桌球規則及飛鏢規則介紹
","大專體育雙月刊
桌球規則及飛鏢規則介紹桌球規則及飛鏢規則介紹
",,,Reading: 游泳分組教學 || Reading: 游泳分組教學 || Reading: 游泳分組教學 || Reading: 游泳分組教學 || Reading: 游泳分組教學 || Reading: 游泳分組教學 || Reading: 體適能檢測 || Reading: 體適能檢測 || Reading: 飛鏢教學 || Reading: 飛鏢教學 || Reading: 飛鏢教學 || Reading: 飛鏢教學 || Reading: 籃球教學 || Reading: 籃球教學 || Reading: 籃球教學 || Reading: 籃球教學 || Reading: 籃球教學 || Reading: 籃球教學期末考 ||,"score_rate: 20
evalb_memo: 體適能測驗
evalb_name: 期中考

score_rate: 40
evalb_memo: 術科測驗
evalb_name: 期末考

score_rate: 40
evalb_memo: 缺曠課,上課服裝,上課態度
evalb_name: 出席狀況

","體育(一)成績評量： 1.期中20%─體適能檢測成績(二項未達標準，需完成強化教學） 2.期末40%─術科技能測驗。 3.平時40%
"
