scr_selcode,sub_name,scr_mso,scr_credit,scr_periodly,scr_teacher,description,targets,textBooks,readings,Softwares,assistSoftwares,weeklyScds,gradeRules,integrity
434,財稅概論,必修,2.0,(三)06-07,梁景洋,"本課程為導論性課程，希望能夠透過「問題導向學習」(Problem Based Learning, PBL) 的課程安排讓同學認識政府「稅收制度」與「財政支出」對於商業社會的影響，使同學能夠勾勒出財稅專業領域未來藍圖。","認識各類型稅收以及政府財政收支基礎知識
能理解政府財政收支政策對商業社會的影響",,,,,,,
435,會計學(一),必修,3.0,(四)02-04,林美惠,"本課程介紹基本會計學原則及觀念，主要包括：會計恆等式、交易分析、會計分錄、調整分錄、結帳分錄、會計循環、財務報表、買賣業會計、存貨、現金與內部控制。 

","能認識會計學(一)涵蓋的主要內容及現代企業的財務報表和其限制。
能理解可應用會計學原理的情況。","Financial Accounting with IFRS, Wiley Custom Edition, 5/e, 2023.滄海圖書代理
","
1. 逢甲大學大一會計學中文輔助教材。
2. 李宗黎、林蕙真 (2023)。會計學新論(上冊)(下冊)(12版)。台灣：証業出版。代理商： 華泰文化圖書公司。

3. 林蕙真／會計學-理論與應用(全一冊)／12版


",,,"Reading: Chapter 1 Accounting in Action || Reading: Chapter 1 Accounting in Action || Reading: Chapter 2 The Recording Process || Reading: Chapter 2 The Recording Process || Reading: Chapter 3 Adjusting the Accounts || Reading: Chapter 3 Adjusting the Accounts || Reading: Chapter 4 Completing the Accounting Cycle || Reading: Chapter 4 Completing the Accounting Cycle || Reading: 期中考 || Reading: Chapter 5 Accounting for Merchandise Operations || Reading: Chapter 5 Accounting for Merchandise Operations || Reading: Chapter 5 Accounting for Merchandise Operations || Reading: Appendix 5B Periodic Inventory System Chapter 6 Inventories || Reading: Chapter 6 Inventories || Reading: Chapter 6 Inventories || Reading: Chapter 7 Fraud, Internal Control, and Cash || Reading: Chapter 7 Fraud, Internal Control, and Cash || Reading: 期末考","score_rate: 30
evalb_memo: 期中考
evalb_name: 期中考

score_rate: 30
evalb_memo: 期末考
evalb_name: 期末考

score_rate: 25
evalb_memo: 助教實習課(含小考)
evalb_name: 作業

score_rate: 15
evalb_memo: 授課教師 正課(出席+上課參與+課堂練習+學習態度與專注)
evalb_name: 出席狀況

","1. 期中考35%
2. 期末考35%
3. 授課教師正課-平時成績(出席+上課參與+課堂練習+學習態度與專注)20%
4. 助教實習課-平時成績(作業,小考,出席...等)20%
"
436,會計學(一)實習,必修,0.0,(三)03-04,廖盈芳,"本課程介紹基本會計學原則及觀念，主要包括：會計循環, 現金,應收帳款、存貨、長期性資產取得及折舊、公司會計、投資、負債及財務報表分析。
","能認識會計學(一)涵蓋的主要內容及現代企業的財務報表和其限制。
能理解可應用會計學原理的情況。",,,,,,,
437,經濟學(一),必修,3.0,(五)02-04,吳朝欽,讓學生從經濟學的課程中瞭解經濟體系中的消費者、生產者、及政府單位如何在有限制的條件下做選擇。將理論的邏輯推理運用在日常生活當中。,"理解基本的經濟問題，供需原理，價格機能的運作及相關實例之應用。
理解市場失靈之原因及其對策。
理解廠商的生產及成本理論。
理解不同的市場結構，及廠商的訂價行為。",,,,,,,
438,經濟學(一)實習,必修,0.0,(一)06-07,陳舜華,讓學生從經濟學的課程中瞭解經濟體系中的消費者、生產者、及政府單位如何在有限制的條件下做選擇。將理論的邏輯推理運用在日常生活當中。,"理解基本的經濟問題，供需原理，價格機能的運作及相關實例之應用。
理解市場失靈之原因及其對策
理解廠商的生產及成本理論。
理解不同的市場結構，及廠商的訂價行為。","書名: Principles of Economics, 10th Edition
作者: N. Gregory Mankiw,
ISBN: 978-981-5119-29-9
 
 
","書名: Principles of Economics, 10th Edition
作者: N. Gregory Mankiw,
ISBN: 978-981-5119-29-9
",,,"Reading: Chap. 2 Thinking Like an Economist (pp.17-32) || Reading: Chap. 3 Interdependence and the Gains from Trade (pp.45-55) || Reading: Chap. 4 The Market Forces of Supply and Demand (pp.61-82) || Reading: Chap. 4 The Market Forces of Supply and Demand (pp.61-82) || Reading: Chap. 5 Elasticity and Its Application (pp.87-108) || Reading: Chap. 6 Supply, Demand, and Government Policies (pp.111-129) || Reading: Chap. 7 Consumers, Producers, and the Efficiency of Markets (pp.133-147) || Reading: Chap. 10 Externalities (pp.189-207) || Reading: 期中考 || Reading: Chap. 14 The Costs of Production (pp.267-282) || Reading: Chap. 14 The Costs of Production (pp.267-282) || Reading: Chap. 15 Firms in Competition Markets (pp.287-305) || Reading: Chap. 16 Monopoly (pp.311-334) || Reading: Chap. 16 Monopoly (pp.311-334) || Reading: Chap. 17 Monopolistic Competition (pp.341-354) || Reading: Chap. 17 Monopolistic Competition (pp.341-354) || Reading: Chap. 18 Oligopoly (pp.359-377) || Reading: 期末考","score_rate: 65
evalb_memo: 小考
evalb_name: 隨堂測驗

score_rate: 15
evalb_memo: 作業
evalb_name: 作業

score_rate: 20
evalb_memo: 點名
evalb_name: 點名

","小考65% 作業15% 點名20%
"
439,管理學,必修,3.0,(二)02-04,蔡秉玠,管理學是一門兼具科學與藝術的統整性學科。其目的在培養學生成為具備國際觀、前瞻性和競爭力的經理人。課程重視管理知識的傳授和管理能力的培養。課程實施側重於實務導向。從核心概念的建立，逐步導入國內外企業管理實務，強調整合性思考和實務應用。,"能夠理解何謂管理學、企業的外在環境因素、管理程序
能夠知道外在環境因素對企業的影響和衝擊;瞭解管理功能的內涵和彼此之相關性
能夠理解並比較各種管理理論之特性;掌握新的管理發展趨勢並應用在企業實務
能夠理解企業如何將企業倫理和社會責任以及環保等重要議題，融入經營管理決策，強化企業永續經營理念",,,,,,,
3601,現代公民與社會實踐,必修,2.0,(三)08-09,況正吉,本課程旨在培養學生兼備人文素養、道德情操、正確價值觀，同時理解自由、平等、民主、法治的真諦，成為一位關懷人民、社會、國家，以其所學付諸實踐的現代公民。,"提升人文素養與道德情操，理解自由、平等、民主、法治的真諦。
培養正確的價值觀，同時具備履行社會責任的能力。",,,,,,,
442,中級會計學(一),必修,3.0,(三)06-08,蔡秉玠,本課程結合會計理論的發展，學習會計處理和報導過程，主要內容包括：會計觀念及程序、資產評價、負債、業主權益、損益衡量、退休金會計、租賃會計、所得稅會計、現金流量表、每股盈餘、財務報告及分析等。,"預期增進對財務報表之編製與運用的理解。
運用財務會計於商業會計事務及租稅申報之處理。",,,,,,,
443,中級會計學(一)實習,必修,0.0,(一)06,蔡秉玠,"本課程包括1.協助同學複習當週課程2.協助同學習題演算3.進行測驗與檢討	
","能有中級會計學之基本概念	
 實務之瞭解與運用	",,,,,,,
444,行銷管理,必修,3.0,(四)02-04,曾子耘,"從策略性的觀點，研討行銷管理的程序，包括分析行銷環境、策略性行銷決策、戰術性行銷決策，以及執行與控制等，期使能結合理論與實務，提昇行銷管理素養，並培養分析判斷之能力。

",應用行銷口與溝通技巧,,,,,,,
445,租稅法(一),必修,3.0,(四)06-08,吳朝欽,本課程旨在解說我國的租稅法律規定，使學生對我國的租稅法律有一全盤而詳盡之瞭解。課程內容含括綜合所得稅、營利事業所得稅、最低稅負制、遺產贈與稅、土地稅、房屋稅、營業稅、貨物稅、菸酒稅、關稅、信託課稅以及稅捐稽徵法等。,"理解稅法具有之能力
應用租稅知識分析及解決租稅問題",,,,,,,
446,財稅書報導讀(一),必修,2.0,(五)01-02,鄭正男,本課程主要目的為加強英文閱讀訓練。課堂上協助同學接觸各種財政稅務英文書報資訊，透過閱讀相關報刊及雜誌，教師引導同學認識並討論各項商業議題，同時訓練口說、與聽力的技能培養學生觀察及分析問題能力。,,,,,,,,
447,個體經濟學(一),必修,3.0,(一)07-09,黃定遠,個體經濟學運用限制下的最適化、均衡分析以及比較靜態三個分析工具來研究消費者行為、生產者行為、市場結構以及要素市場。本課程的主要目標在訓練學生建立紮實之理論基礎。," 能理解並說明經濟循環周流圖的概念，及消費部門與生產部門在市場上的相互關係　
能應用消費者理論在限制式下進行最適選擇
能分析政府政策如何影響消費者的最適選擇",,,,,,,
448,統計學(一),必修,3.0,(三)02-04,張煜明,統計學(一)為統計入門課程，從機率概念由淺入深導引學生進入基本統計觀念，瞭解抽樣分配與估計的演算與運用。主題包括資料整理、機率概念、常用之機率分配、抽樣分配、點估計與區間估計。,"知道何謂統計學之應用與敘述統計學
知道機率分配函數及其用法
能知道抽樣、抽樣分配及點估計。",,,,,,,
449,統計學(一)實習,必修,0.0,(二)06-07,黃于凌,統計學(一)為統計入門課程，從機率概念由淺入深導引學生進入基本統計觀念，瞭解抽樣分配與估計的演算與運用。主題包括資料整理、機率概念、常用之機率分配、抽樣分配、點估計與區間估計。,"知道何謂統計學之應用與敘述統計學
 知道機率分配函數及其用法
 知道抽樣、抽樣分配及點估計",,,,,,,
459,金融市場,選修,3.0,(二)02-04,何艷宏,本課程介紹金融市場中的重要機構與工具，並協助學生理解金融市場與經濟變數間的關聯。主要議題包括：金融市場概論、金融市場與總體經濟變數間的關聯、貨幣市場、債券市場、股票市場、共同基金、資產證券化、外匯市場、衍生性金融市場、金融危機與改革、以及銀行經營策略。,"理解金融市場基本名詞的概念
理解金融機構和其風險管理
各種金融市場工具的分析及操作應用",,,,,,,
