scr_selcode,sub_name,scr_mso,scr_credit,scr_periodly,scr_teacher,description,targets,textBooks,readings,Softwares,assistSoftwares,weeklyScds,gradeRules,integrity
1418,資安韌性與社會實踐,選修,3.0,(六)02-04,李榮三,此課程結合理論與實踐，解決民間網路安全挑戰。由加州大學柏克萊分校網路安全診所聯盟開發，學習安全原則、資訊倫理和風險管理，為非營利組織和企業提供解決方案。鼓勵學生發揮優勢學習新技術，培養ESG之社會責任。,"學習資訊安全理論知識
培養資訊安全實務能力",,,,,,,
1419,管理資訊系統,選修,3.0,(五)02-04,"葉春秀,沈威政",本課程從經營管理的觀點，探討如何從組織內部管理、組織間合作關係及社會環境進行改革，並適切運用資訊科技，以全面改善組織溝通和資訊管理來提高經營績效。目的是讓學生學習資訊與溝通的規劃和管理，善用這些個人和組織生存、發展、競爭、協調及合作所不可或缺的工具。,"從經營管理的觀點，學習如何改善組織內部管理、組織間合作關係及社會環境的知識
學習如何應用資訊科技進行資訊與溝通的規劃和管理","管理資訊系統化 碁峰朱海成
大數據時代的企業架構- Introduction to 資訊管理 顧宜錚審閱, 陳平編譯
資訊管理-e化企業的核心競爭能力，林東清 編著，第八版(2022/09出版)，智勝文化
","讓學生了解資訊科技如何影響大環境和組織，還有各種不同資訊科技在企業間的最新應用，並適時介紹資訊科技所引發的管理新思潮叢書。本課程亦會搭配企業實例影片，讓學生深刻體會各行各業營運上面臨的問題以及如何運用資訊科技幫助克服此問題
","[{'soft_name': 'Chatgpt', 'soft_memo': '利用chatgpt讓學生學習利用資訊科技如何應用用公司治理'}, {'soft_name': 'Python', 'soft_memo': '實作系統能力以符合公司的系統需求'}]",,"Reading: 資訊系統與策略 | Learning: 商業的競爭策略討論 MIS概念介紹 影片介紹 || Reading: 資訊與通訊科技:企業架構 | Learning: GOOGLE眼鏡與穿戴式科技討論 4G網路與對手競爭個案探討 || Reading: 數位時代的氛圍 | Learning: 元宇宙的興起 數位經濟的時代 || Reading: 網路, 電子商務與行動商務 | Learning: 建立網站 行動裝置與行動商務 行動支付與電子錢包技術探討 || Reading: 運用科技進行協同作業 | Learning: 科技與人的互動 PowerBI的應用 || Reading: 期中考 | Learning: 期中報告/考試 || Reading: 運用科技進行協同作業 | Learning: E-commerce chatpgt與數據的應用 || Reading: ERP整合系統介紹 | Learning: 了解企業整合性系統 以全球資料庫來制定行銷策略 || Reading: 網路採購 | Learning: 電子交易市集 || Reading: 期末專案 | Learning: 期末專案製作與報告","score_rate: 20
evalb_memo: 期中專題系統設計與文件報告
evalb_name: 期中考

score_rate: 25
evalb_memo: 期末專題系統設計與文件報告
evalb_name: 期末專題

score_rate: 45
evalb_memo: 個案分享討論, 平時互動, 作業, 小考
evalb_name: 課堂討論參與

score_rate: 10
evalb_memo: 實際出席課堂上課
evalb_name: 出席狀況

","1.本課程由二位授課老師分別評分, 各佔50%. 第1~9週由沈威政老師負責授課與評分; 第10~18週由葉春秀老師負責授課與評分.
2.出席成績5%, 本課程落實點名, 點名未到視為未出席. 
   未出席完成請假視為缺課, 每週扣10分出席
3.課堂表現含個案分享討論, 平時互動, 作業, 小考
4.期末以專題製作為主, 以個人進行專案題目的選定, 再進行題目概念與功能架構口頭報到, 最後再進行期末專案主題報告. 
"
1420,專題產業實習(一),選修,3.0,(一)00     (二)00     (三)00, ,本課程提供學生至資訊相關產業進行實習的機會，經由遴選讓學生到合作的機構服務，透過實務的練習加強專業技能。目的在加強理論與實務的整合，提供實際的工作經驗來培訓學生將來成為資訊專業人才，以提升未來就業和職涯競爭力。,"強化學生的專業技能在實務上的應用
讓學生學習職場的溝通協調與團隊合作之能力
培育學生具備終身學習、專業倫理及社會責任的基本素養",,,,,,,
1421,專題產業實習(二),選修,3.0,(一)01     (四)00     (五)00, ,本課程提供學生至資訊相關產業進行實習的機會，經由遴選讓學生到合作的機構服務，透過實務的練習加強專業技能。目的在加強理論與實務的整合，提供實際的工作經驗來培訓學生將來成為資訊專業人才，以提升未來就業和職涯競爭力。,"強化學生的專業技能在實務上的應用
讓學生學習職場的溝通協調與團隊合作之能力
培育學生具備終身學習、專業倫理及社會責任的基本素養",,,,,,,
1422,專題產業實習(三),選修,3.0,(一)05     (四)05     (五)05, ,本課程提供學生至資訊相關產業進行實習的機會，經由遴選讓學生到合作的機構服務，透過實務的練習加強專業技能。目的在加強理論與實務的整合，提供實際的工作經驗來培訓學生將來成為資訊專業人才，以提升未來就業和職涯競爭力。,"強化學生的專業技能在實務上的應用
讓學生學習職場的溝通協調與團隊合作之能力
培育學生具備終身學習、專業倫理及社會責任的基本素養",,,,,,,
1423,專題產業實習(四),選修,2.0,(一)05     (四)05, ,本課程提供學生至資訊相關產業進行實習的機會，經由遴選讓學生到合作的機構服務，透過實務的練習加強專業技能。目的在加強理論與實務的整合，提供實際的工作經驗來培訓學生將來成為資訊專業人才，以提升未來就業和職涯競爭力。,"強化學生的專業技能在實務上的應用
讓學生學習職場的溝通協調與團隊合作之能力
培育學生具備終身學習、專業倫理及社會責任的基本素養",,,,,,,
1407,專題研究(二),必修,2.0,(二)05     (三)05,"周兆龍,林志敏,陳錫民,許懷中,林峰正,蔡明翰,游景盛,張哲誠,林佩蓉,林佩君,陳德生,劉明機,林哲維,林明言,葉春秀,陳烈武,劉宗杰,許芳榮,洪振偉,劉怡芬,",在專題研究(一)的基礎下，訓練學生在資訊倫理規範下以團隊的方式，獨立完成系統評估、整合及專題發表。,"能夠在專題運用所學之數理邏輯與工程專業知識的能力。
完成專題指定實驗/程式之設計與執行。
瞭解清楚表達系統、組件或製程之各項原理。
學習與同儕間協調工作範疇與共同解決癥結所在。
能指出專題製作上的遭遇困難。
教導學生注意智慧財產權不得抄襲他人作品。
瞭解當前電腦軟/硬體發展與未來的趨勢。
能夠應用軟硬體工具製作專題
能夠整合系統完成專題製作與報告",,,,,,,
1408,專題研究(二),必修,2.0,(二)05     (三)05,"周兆龍,林志敏,陳錫民,許懷中,林峰正,蔡明翰,游景盛,張哲誠,林佩蓉,林佩君,陳德生,劉明機,林哲維,林明言,葉春秀,陳烈武,劉宗杰,許芳榮,洪振偉,劉怡芬,",在專題研究(一)的基礎下，訓練學生在資訊倫理規範下以團隊的方式，獨立完成系統評估、整合及專題發表。,"能夠在專題運用所學之數理邏輯與工程專業知識的能力。
完成專題指定實驗/程式之設計與執行。
瞭解清楚表達系統、組件或製程之各項原理。
學習與同儕間協調工作範疇與共同解決癥結所在。
能指出專題製作上的遭遇困難。
教導學生注意智慧財產權不得抄襲他人作品。
瞭解當前電腦軟/硬體發展與未來的趨勢。
能夠應用軟硬體工具製作專題
能夠整合系統完成專題製作與報告",,,,,,,
1409,專題研究(二),必修,2.0,(二)05     (三)05,"周兆龍,林志敏,陳錫民,許懷中,林峰正,蔡明翰,游景盛,張哲誠,林佩蓉,林佩君,陳德生,劉明機,林哲維,林明言,葉春秀,陳烈武,劉宗杰,許芳榮,洪振偉,劉怡芬,",在專題研究(一)的基礎下，訓練學生在資訊倫理規範下以團隊的方式，獨立完成系統評估、整合及專題發表。,"能夠在專題運用所學之數理邏輯與工程專業知識的能力。
完成專題指定實驗/程式之設計與執行。
瞭解清楚表達系統、組件或製程之各項原理。
學習與同儕間協調工作範疇與共同解決癥結所在。
能指出專題製作上的遭遇困難。
教導學生注意智慧財產權不得抄襲他人作品。
瞭解當前電腦軟/硬體發展與未來的趨勢。
能夠應用軟硬體工具製作專題
能夠整合系統完成專題製作與報告",,,,,,,
1415,程式設計與問題解決,選修,2.0,(三)03-04,林佩蓉,"本課程以介紹各種解題演算法為基礎，以期補強和提升學生的程式設計能力。教學上以實作為主，以大學程式能力檢定(Collegiate Programming Examination, CPE)和國際大學生程式設計競賽(International Collegiate Programming Contest, ICPC)相關題庫做為課程參考。本課程供四下未通過CPE測驗的學生優先選修。","提升學生程式設計能力
培養學生邏輯思考能力
培養學生自主學習能力",,,,,,,
1416,程式設計與問題解決,選修,2.0,(五)09-10,葉春秀,"本課程以介紹各種解題演算法為基礎，以期補強和提升學生的程式設計能力。教學上以實作為主，以大學程式能力檢定(Collegiate Programming Examination, CPE)和國際大學生程式設計競賽(International Collegiate Programming Contest, ICPC)相關題庫做為課程參考。本課程供四下未通過CPE測驗的學生優先選修。","提升學生程式設計能力
培養學生邏輯思考能力
培養學生自主學習能力",,,,,,,
1514,體育(一),必修,1.0,(三)08-09,黃嘉君, 落實「以強化學生基本體能並建立基礎運動知識」之體育教學宗旨，授課內容如下：（一）游泳課程─同時段依學生游泳能力進行分級分組協同教學。（二）陸上運動課程─依教師專長項目教學，每專項單元授課兩週，循序轉換。,廣植基礎健康體適能，厚實游泳基本能力，養成規律運動習慣。,"體育分科教材教法
輕鬆有效的魚式游泳
","體育分科教材教法
輕鬆有效的魚式游泳
",,,Reading: 課程介紹 水域安全宣導與測驗 游泳能力調查/分級 | Learning: 課程簡介與注意事項說明(體育館一樓集合) 水域安全宣導 (日期：09/09) || Reading: 主題：游泳與水上救生 | Learning: 校慶日補假 (日期：09/16) || Reading: 主題：游泳與水上救生 | Learning: 能力分班協同教學 (日期：09/23) || Reading: 主題：游泳與水上救生 | Learning: 能力分班協同教學 (日期：09/30) || Reading: 主題：游泳與水上救生 | Learning: 游泳與水上救生技能測驗 (日期：10/07) || Reading: 主題：游泳與水上救生 | Learning: 游泳與水上救生技能測驗 (日期：10/14) | Assignment: 期末考-游泳與水上救生技能測驗 || Reading: 主題：體適能檢測 | Learning: 體適能檢測 (日期：10/21) | Assignment: 期中考 || Reading: 主題：體適能檢測 | Learning: 體適能檢測 (日期：10/28) | Assignment: 期中考 || Reading: 主題：足球 | Learning: 籃下擦板球、運球練習 <1F球場> (日期：11/04) || Reading: 主題：足球 | Learning: 上籃 <1F球場> (日期：11/11) || Reading: 主題：足球 | Learning: 上籃練習 上籃測驗 <1F球場> (日期：11/18) | Assignment: 期末考-足球測驗 || Reading: 主題：足球 | Learning: 上籃測驗 <1F球場> (日期：11/25) | Assignment: 期末考-足球測驗 || Reading: 主題：飛鏢 | Learning: 飛鏢基本動作、規則介紹與練習 Count up (日期：12/02) || Reading: 主題：飛鏢 | Learning: 飛鏢 - 基本練習、競賽體驗 01Game (日期：12/09) || Reading: 主題：飛鏢 | Learning: 飛鏢 - 分組對抗練習賽 (日期：12/16) | Assignment: 期末考-飛鏢對抗賽 || Reading: 主題：飛鏢 | Learning: 飛鏢 - 分組對抗賽 (日期：12/23) | Assignment: 期末考-飛鏢對抗賽 || Reading: 補考 | Learning: 飛鏢 - 分組對抗賽 (日期：12/30) || Reading: 補考 | Learning: 統籌科目期末考 不上課 (日期：01/06),"score_rate: 20
evalb_memo: 體適能檢測 (依體適能系統成績給分)
兩項在全校大一後10%，需完成「體適能諮商輔導」及「補救教學3次」，未完成者此項成績為0分
evalb_name: 期中考

score_rate: 40
evalb_memo: 運動技能測驗：
1. 游泳與水上救生能力 20分
2. 足球測驗：10分
3. 飛鏢對抗賽：10分
evalb_name: 期末考

score_rate: 40
evalb_memo: 詳細如下說明
evalb_name: 出席狀況

","一、期中 (20分)：依體適能系統給分，兩項在全校大一後10%，需完成「體適能諮商輔導」及「補救教學3次」，無故未參加者本項0分。
 
二、期末 (40分)：
     1. 游泳與水上救生能力 20分
     2. 足球測驗：10分
     3. 飛鏢對抗賽：10分
 
三、平時 (40分) (平時成績為下列項目之加總)
    1. 出席與課堂表現：依班級整體與個人表現給分
    2. 遲到 -0.5~2；事病假-2~10分每多一次多扣一分，滿6次平時成績0分。曠課扣1/3平時成績；不告而別平時成績0分。
       ***缺席請以學校系統請假，並依學校規定時程處理，未完成請假記為曠課
    3. 游泳課不下水：
      (1) 生理期每月一次，需完成當日課堂觀察報告。
      (2) 因身體因素不能下水需出示證明，可以課堂報告替代，本學期限一次。
      (3) 未繳交報告或超過限制次數記為請假扣分。
    4. 「總缺席6次」、「曠課3次」、「不告而別」平時成績0分，不接受加分，本學期不通過。
 

四、運動參與加分 (最高+20)
   1. 規律運動紀錄 (參閱ilearn資料)。
   2. 其他賽事視狀況給分，證明文件放入規律運動。
   3. 全校拔河賽+5分。
   4. 游泳加強班：每一次上課+1分
   ¤ 曠課、不告而別之扣分不得以加分項加回。

"
1515,計算機概論(一),必修,3.0,(一)08     (五)06-07,許騰仁,廣泛地認識電腦科學相關的主題，概述計算機中軟體與硬體相關的基本知識。課程主要為電腦原理的介紹，及使用計算機解決方法論與演譯法的問題。,"瞭解計算機資料處理及組織架構之知識。
瞭解計算機軟體之演繹方法及執行之觀念。","1. 計算機概論 - AI 應用與資訊安全, 第20版, 趙坤茂/ 張雅惠/ 黃俊穎/ 黃寶萱 著, ISBN：978-626-401-331-4, 全華, 2025.
2. C語言教學手冊, 第4版, 洪維恩, ISBN: 9789574424849, 旗標, 2013.
 
","1. C程式語言導論與設計, 呂慈純/蔡文輝/張真誠 著, ISBN：9789572187029, 全華, 2012.
","[{'soft_name': 'Dev C++', 'soft_memo': 'Dev-C++是Windows下的C++語言編輯器。特色是操作極為簡單，適合新手入門。它也是GPL授權的自由軟體，免費、可自由散布。, , download source: https://sourceforge.net/projects/orwelldevcpp/ref:\xa0https://www.csie.ntu.edu.tw/~b98902112/cpp_and_algo/devcpp/README.html'}]",,"Reading: 計算機簡介 | Assignment: 文獻閱讀心得 || Reading: 數位資料表示法 | Assignment: 文獻閱讀心得 || Reading: 計算機組織簡介 | Assignment: 文獻閱讀心得 || Reading: 作業系統簡介 | Assignment: 文獻閱讀心得 || Reading: 電腦網路與網際網路簡介 | Assignment: 文獻閱讀心得 || Reading: 網路安全簡介 | Assignment: 文獻閱讀心得 || Reading: 認識 C 語言 | Assignment: 程式撰寫作業 || Reading: C 語言基本概述 | Assignment: 程式撰寫作業 || Reading: 基本資料型態 期中考 | Assignment: 程式撰寫作業 期中考試, 紙筆測驗, 不可看書 || Reading: 格式化的輸出與輸入 | Assignment: 程式撰寫作業 || Reading: 運算子、運算式與敘述 | Assignment: 程式撰寫作業 || Reading: 選擇性敘述 | Assignment: 程式撰寫作業 || Reading: 迴圈 期末考 | Assignment: 程式撰寫作業 期末考試, 紙筆測驗, 不可看書","score_rate: 10
evalb_memo: 包括點名與課堂參與
evalb_name: 出席狀況

score_rate: 10
evalb_memo: 實務演練的程式碼需於下課前的規定時間內繳交電子檔
evalb_name: 實務演練(課堂)

score_rate: 20
evalb_memo: 需在範例碼公布前繳交
evalb_name: 作業

score_rate: 30
evalb_memo: 紙筆測驗, 包含程式碼片段撰寫與除錯
evalb_name: 期中考

score_rate: 30
evalb_memo: 紙筆測驗, 包含程式碼片段撰寫與除錯
evalb_name: 期末考

",
1516,計算機概論實習(一),必修,1.0,(三)03-04,鄭經華,實際上機講解並指派作業演練，訓練電腦的各項基本應用技能以及解決問題的技巧，同時配合計算機概論課程之進度及內容，以上機實做的方式演練各項程式設計的觀念及技術。,"解決問題之演譯能力。	
程式設計寫作能力。
 	","C程式語言導論與設計(ISBN：9789572187029)
","C程式語言導論與設計(ISBN：9789572187029)
網路相關資源豐富
","[{'soft_name': 'C compiler', 'soft_memo': 'Program compiler'}]","soft_name: E-classroom
soft_memo: 

",Reading: 計算機簡介與數位資料表示法 Code:Block軟體工具介紹 || Reading: 計算機組織與作業系統 軟體開發與C程式語言的基本概念 || Reading: 網路通訊 資料型態與變數 || Reading: 資料型態與變數 || Reading: 敘述定義 || Reading: 運算式與運算子 || Reading: Midterm || Reading: 格式化輸入與輸出 || Reading: 結構化程式設計與選擇結構 || Reading: 重複結構 || Reading: 函數 || Reading: 陣列 || Reading: 字串 || Reading: 人工智慧分類技術介紹 || Reading: 人工智慧回歸技術介紹 || Reading: Final exam,,"1) Attendance: 20% 2) Labs: 40% 3) Final exam: 40%
"
1517,資電概論與倫理,必修,2.0,(四)09-10,梁詩婷,分成兩部分，一為「資電概論」，針對本院規劃的十二個學程作概略式的介紹，課程分別為電腦系統、軟體工程、網際網路工程、電磁與能源工程、光電工程、電波工程、半導體與電子元件、IC設計、光機電工程、生醫工程、無線通訊、數位通訊，讓同學對於資訊電機領域的基本知識與產業概況有基本認識。另一為「倫理」，包含倫理的觀念、工程倫理的規範以及各系專業倫理的案例，希望藉由倫理課程的講授與訓練，培養學生於工程倫理的素養。,"能知道半導體與電子元件及IC設計常用之專業詞彙。	
能知道工程倫理之基礎觀念知識。
能理解工程師的專業角色重要性及其應俱有的工程倫理道德。	
能知道認識半導體與電子元件及IC設計之基礎觀念知識。","














Digital Design: With an Introduction to the Verilog HDL, VHDL, and System Verilog(6/e). M. Morris Mano & Michael D. Ciletti. 2018. Pearson.  (ISBN：978-1292231167)















","
Digital Design: With an Introduction to the Verilog HDL, VHDL, and System Verilog(6/e). M. Morris Mano & Michael D. Ciletti. 2019. Pearson.  (ISBN：978-1292231167)
數位邏輯設計與晶片實務(Verilog)(第三版)

","[{'soft_name': 'python', 'soft_memo': '硬體描述語言實踐與基本波型驗證'}, {'soft_name': 'MATLAB', 'soft_memo': '影像處理應用實踐'}]",,Reading: 課程導論與電子產業介紹 (甲乙合授) | Learning: 陳宗毅 老師、張一楠 老師 | Assignment: 張老師授課 || Reading: 工程倫理案例說明、工程師的權利、責任與義務 (甲乙合授) | Learning: 陳宗毅 老師 | Assignment: 張老師授課 || Reading: 介紹臺灣學術倫理教育資源中心與進行課程修習 (甲乙合授) | Learning: 陳宗毅 老師 | Assignment: 張老師授課 || Reading: 修習臺灣學術倫理教育資源中心18個單元，取得6小時修課證明 (甲乙合授) | Learning: 陳宗毅 老師 | Assignment: 張老師授課 || Reading: Freshman Project課程說明 (甲乙合授) | Learning: !!!!! | Assignment: 梁老師授課 || Reading: Ｍatlab軟體安裝與介紹 (甲乙合授) | Learning: 陳宗毅 老師 | Assignment: 梁老師授課 || Reading: 影像處理實作 | Learning: 陳宗毅 老師 | Assignment: 梁老師授課 || Reading: 影像辨識實作 | Learning: 陳宗毅 老師 | Assignment: 梁老師授課 || Reading: 物件分類實作 | Learning: 教育部-台灣學術倫理中心線上課程 | Assignment: 梁老師授課 || Reading: 物件偵測實作 | Learning: 張一楠老師 | Assignment: 梁老師授課 || Reading: 專題發表 | Learning: 張一楠老師 | Assignment: 梁老師授課 || Reading: 電子系相關實驗必備工具與實驗室儀器介紹及實地操作 | Learning: 張一楠老師 | Assignment: 張老師授課 || Reading: 電子系相關實驗必備工具與實驗室儀器介紹及實地操作 | Learning: 張一楠老師 | Assignment: 張老師授課 || Reading: 電子系相關實驗必備工具與實驗室儀器介紹及實地操作 | Learning: 張一楠老師 | Assignment: 張老師授課 || Reading: 電子系相關實驗必備工具與實驗室儀器介紹及實地操作 | Learning: 張一楠老師 | Assignment: 張老師授課 || Reading: 課程小專題 | Learning: 張一楠老師 | Assignment: 張老師授課 || Reading: 元旦 | Learning: 教育部-台灣學術倫理中心線上課程,"score_rate: 10
evalb_memo: 教育部臺灣學術倫理教育資源中心
共18個單元，總測驗共36題，通過測驗可取得6小時修課證明
evalb_name: 證照考試

score_rate: 20
evalb_memo: 實驗室器材操作
evalb_name: 上機操作

score_rate: 30
evalb_memo: 上機考
evalb_name: 上機考試

score_rate: 25
evalb_memo: 實作: 5個sensors: 一個10分+口頭發表成績(組別: 30%+組內互評: 20%+5% 全班project 互評.)
evalb_name: 成果展演

score_rate: 5
evalb_memo: 出席成績
evalb_name: 點名

score_rate: 5
evalb_memo: 課程加分: 專題發表舉手發言
evalb_name: 課堂討論參與

score_rate: 10
evalb_memo: 議題討論共計4次+課程閱讀次數+課程問卷2次
evalb_name: 線上參與

","平時成績: 45%
1. 出席: 5% (每堂課皆點名)
2. 線上參與: 10% ( 議題討論共計4次+課程閱讀次數+課程問卷2次)
3. 證照考試: 10% (教育部臺灣學術倫理教育資源中心 共18個單元，總測驗共36題，通過測驗可取得6小時修課證明)
4. 上機操作: 20% (實驗室器材操作)

 
考試成績 55%

1. 成果展演: 25%
-實作成績: 50% (5個sensors: 一個10分)
- 口頭發表成績: 50% (組別: 30%+組內互評: 20%+5% 全班project 互評.)

2. 上機考: 30%




課程加分 5%
- 課堂討論參與: 5% 專題發表舉手發言
"
